parallel,2,1000000,1000,120.859560,60.442708,60.442708,120.859556,static
parallel,2,1000000,1000,120.697523,60.363574,60.363574,120.697522,static
parallel,2,1000000,1000,120.681526,60.354952,60.354952,120.681522,static
parallel,2,1000000,1000,120.743604,60.385093,60.385092,120.743601,static
parallel,2,1000000,1000,120.691192,60.359082,60.359082,120.691188,static
parallel,2,1000000,1000,120.688059,60.358721,60.358721,120.688056,static
parallel,2,1000000,1000,120.722888,60.376283,60.376283,120.722884,static
parallel,2,1000000,1000,120.705168,60.367366,60.367365,120.705164,static
parallel,2,1000000,1000,120.636257,60.333659,60.333659,120.636253,static
parallel,2,1000000,1000,120.641129,60.336131,60.336131,120.641127,static
