sequential,1,1000000,1000,116.407154,116.455253,116.455253,116.407151
sequential,1,1000000,1000,116.289491,116.335710,116.335710,116.289487
sequential,1,1000000,1000,116.387631,116.436912,116.436911,116.387629
sequential,1,1000000,1000,116.392376,116.435683,116.435683,116.392373
sequential,1,1000000,1000,116.332105,116.381175,116.381175,116.332100
sequential,1,1000000,1000,116.547093,116.593721,116.593720,116.547091
sequential,1,1000000,1000,116.319964,116.366837,116.366836,116.319959
sequential,1,1000000,1000,116.313213,116.359490,116.359489,116.313209
sequential,1,1000000,1000,116.486542,116.532738,116.532737,116.486539
sequential,1,1000000,1000,116.460728,116.508611,116.508611,116.460724
