parallel,8,4000000,1000,589.992899,75.205235,75.205235,589.992898,static,1600
parallel,8,4000000,1000,593.012226,74.249551,74.249551,593.012224,static,1600
parallel,8,4000000,1000,623.090185,84.640970,84.640970,623.090181,static,1600
parallel,8,4000000,1000,603.887257,81.965653,81.965652,603.887256,static,1600
parallel,8,4000000,1000,569.034008,73.316708,73.316708,569.034007,static,1600
parallel,8,4000000,1000,566.835763,71.925424,71.925423,566.835762,static,1600
parallel,8,4000000,1000,726.689354,124.590246,124.590246,726.689353,static,1600
parallel,8,4000000,1000,561.745715,70.329322,70.329321,561.745713,static,1600
parallel,8,4000000,1000,577.951643,74.951742,74.951742,577.951641,static,1600
parallel,8,4000000,1000,565.138398,73.185618,73.185618,565.138396,static,1600
parallel,8,4000000,1000,552.706252,69.337855,69.337854,552.706251,static,12800
parallel,8,4000000,1000,558.690034,70.007466,70.007465,558.690030,static,12800
parallel,8,4000000,1000,606.206439,86.349239,86.349238,606.206436,static,12800
parallel,8,4000000,1000,584.122239,76.886281,76.886280,584.122237,static,12800
parallel,8,4000000,1000,587.155784,74.793010,74.793009,587.155779,static,12800
parallel,8,4000000,1000,611.031983,82.015281,82.015280,611.031976,static,12800
parallel,8,4000000,1000,575.444757,74.521914,74.521913,575.444753,static,12800
parallel,8,4000000,1000,576.319124,72.709204,72.709204,576.319120,static,12800
parallel,8,4000000,1000,564.819149,72.299248,72.299247,564.819142,static,12800
parallel,8,4000000,1000,567.424021,72.744302,72.744301,567.424015,static,12800
parallel,8,4000000,1000,533.977598,67.646190,67.646190,533.977595,static,500000
parallel,8,4000000,1000,547.416868,69.081178,69.081178,547.416863,static,500000
parallel,8,4000000,1000,588.218884,74.685288,74.685287,588.218883,static,500000
parallel,8,4000000,1000,593.462466,77.726460,77.726460,593.462449,static,500000
parallel,8,4000000,1000,588.042856,76.572578,76.572577,588.042853,static,500000
parallel,8,4000000,1000,574.031596,71.761187,71.761186,574.031595,static,500000
parallel,8,4000000,1000,556.305119,69.716084,69.716083,556.305118,static,500000
parallel,8,4000000,1000,557.116077,69.647270,69.647269,557.116071,static,500000
parallel,8,4000000,1000,554.524510,70.235810,70.235809,554.524507,static,500000
parallel,8,4000000,1000,555.060693,69.442586,69.442585,555.060691,static,500000
parallel,8,4000000,1000,560.279979,70.041736,70.041736,560.279973,static,100000
parallel,8,4000000,1000,564.789006,74.387886,74.387886,564.789003,static,100000
parallel,8,4000000,1000,547.885567,68.587698,68.587697,547.885562,static,100000
parallel,8,4000000,1000,533.190930,66.697796,66.697796,533.190928,static,100000
parallel,8,4000000,1000,561.486553,70.302579,70.302578,561.486549,static,100000
parallel,8,4000000,1000,561.784190,74.376997,74.376996,561.784186,static,100000
parallel,8,4000000,1000,587.742112,80.419620,80.419619,587.742106,static,100000
parallel,8,4000000,1000,560.689623,74.846213,74.846212,560.689619,static,100000
parallel,8,4000000,1000,529.393588,66.668722,66.668721,529.393584,static,100000
parallel,8,4000000,1000,568.757863,78.393704,78.393704,568.757861,static,100000
parallel,8,4000000,1000,572.992211,75.122098,75.122097,572.992208,static,50000
parallel,8,4000000,1000,562.621228,70.810196,70.810195,562.621225,static,50000
parallel,8,4000000,1000,602.199556,76.195672,76.195671,602.199556,static,50000
parallel,8,4000000,1000,555.140979,70.837401,70.837401,555.140973,static,50000
parallel,8,4000000,1000,552.694461,69.338051,69.338051,552.694457,static,50000
parallel,8,4000000,1000,571.639611,71.735871,71.735870,571.639609,static,50000
parallel,8,4000000,1000,591.778749,75.986888,75.986888,591.778747,static,50000
parallel,8,4000000,1000,593.820931,79.518684,79.518684,593.820928,static,50000
srun: error: Unable to create step for job 4566966: Job/step already completing or completed
srun: error: Unable to create step for job 4566966: Job/step already completing or completed
