sequential,2000000,1000,233.742860,233.905331,233.905330,233.742856
sequential,2000000,1000,233.584720,233.712633,233.712632,233.584716
sequential,2000000,1000,233.253034,233.355787,233.355786,233.253029
sequential,2000000,1000,233.207288,233.321480,233.321480,233.207285
sequential,2000000,1000,233.610130,233.760033,233.760032,233.610125
sequential,2000000,1000,233.608666,233.731538,233.731538,233.608664
sequential,2000000,1000,233.386826,233.514263,233.514262,233.386823
sequential,2000000,1000,233.778160,233.977702,233.977701,233.778155
sequential,2000000,1000,233.523190,233.633103,233.633102,233.523186
sequential,2000000,1000,233.512956,233.666297,233.666296,233.512951
