parallel,16,1000000,1000,139.533653,8.730246,8.730245,139.533652,static
parallel,16,1000000,1000,145.232707,9.188717,9.188717,145.232704,static
parallel,16,1000000,1000,278.210658,19.163665,19.163666,278.210429,static
parallel,16,1000000,1000,200.922199,13.408028,13.408028,200.922198,static
parallel,16,1000000,1000,205.444706,13.696419,13.696419,205.444705,static
parallel,16,1000000,1000,173.950375,11.477285,11.477284,173.948060,static
parallel,16,1000000,1000,350.200756,24.555936,24.555936,350.200307,static
parallel,16,1000000,1000,152.165101,9.693861,9.693861,152.165098,static
parallel,16,1000000,1000,197.448750,13.196560,13.196559,197.448750,static
parallel,16,1000000,1000,370.284294,26.123250,26.123250,370.245650,static
