sequential,200000,1000,23.149401,23.159164,23.159163,23.149399
sequential,200000,1000,23.213586,23.234716,23.234716,23.213585
sequential,200000,1000,23.197416,23.211557,23.211557,23.197414
sequential,200000,1000,23.200544,23.210866,23.210866,23.200542
sequential,200000,1000,23.202993,23.215140,23.215140,23.202991
sequential,200000,1000,23.211335,23.222877,23.222876,23.211333
sequential,200000,1000,23.223123,23.235271,23.235271,23.223122
sequential,200000,1000,23.219056,23.232020,23.232019,23.219054
sequential,200000,1000,23.150564,23.164262,23.164262,23.150562
sequential,200000,1000,23.163523,23.175940,23.175940,23.163522
sequential,20000,1000,2.316124,2.318493,2.318493,2.316124
sequential,20000,1000,2.312958,2.314687,2.314687,2.312958
sequential,20000,1000,2.315599,2.316879,2.316879,2.315598
sequential,20000,1000,2.314117,2.317112,2.317112,2.314116
sequential,20000,1000,2.314610,2.317417,2.317417,2.314610
sequential,20000,1000,2.316155,2.318214,2.318214,2.316154
sequential,20000,1000,2.314457,2.316949,2.316949,2.314458
sequential,20000,1000,2.312855,2.315849,2.315848,2.312854
sequential,20000,1000,2.314644,2.317998,2.317998,2.314644
sequential,20000,1000,2.313037,2.315988,2.315988,2.313037
sequential,2000,1000,0.228715,0.230039,0.230039,0.228714
sequential,2000,1000,0.228917,0.230750,0.230750,0.228916
sequential,2000,1000,0.228793,0.232003,0.232003,0.228792
sequential,2000,1000,0.236908,0.238499,0.238499,0.236907
sequential,2000,1000,0.228762,0.233514,0.233514,0.228761
sequential,2000,1000,0.228491,0.233232,0.233231,0.228490
sequential,2000,1000,0.228878,0.232282,0.232282,0.228878
sequential,2000,1000,0.229233,0.231006,0.231006,0.229232
sequential,2000,1000,0.228464,0.230049,0.230049,0.228462
sequential,2000,1000,0.229219,0.231137,0.231137,0.229219
