parallel,8,1000000,1000,126.197511,15.775327,15.775326,126.197508,static
parallel,8,1000000,1000,126.516541,15.815589,15.815589,126.516537,static
parallel,8,1000000,1000,126.311794,15.833349,15.833349,126.311794,static
parallel,8,1000000,1000,126.422844,15.837599,15.837598,126.422844,static
parallel,8,1000000,1000,125.773707,15.736275,15.736275,125.773705,static
parallel,8,1000000,1000,125.486333,15.695526,15.695526,125.486333,static
parallel,8,1000000,1000,126.252408,15.794008,15.794008,126.252407,static
parallel,8,1000000,1000,126.161828,15.773952,15.773952,126.161827,static
parallel,8,1000000,1000,125.419320,15.689119,15.689118,125.419319,static
parallel,8,1000000,1000,125.912627,15.748272,15.748272,125.912628,static
