parallel,4,1000000,1000,127.993391,32.005261,32.005260,127.993389,static
parallel,4,1000000,1000,121.958691,30.494640,30.494639,121.958690,static
parallel,4,1000000,1000,121.945056,30.491614,30.491614,121.945055,static
parallel,4,1000000,1000,122.474210,30.623018,30.623018,122.474208,static
parallel,4,1000000,1000,123.324932,30.837536,30.837535,123.324929,static
parallel,4,1000000,1000,128.042065,32.016352,32.016352,128.042064,static
parallel,4,1000000,1000,122.524845,30.638397,30.638397,122.524845,static
parallel,4,1000000,1000,128.025144,32.009332,32.009332,128.025144,static
parallel,4,1000000,1000,122.572068,30.649438,30.649438,122.572066,static
parallel,4,1000000,1000,121.962803,30.494297,30.494297,121.962802,static
parallel,4,100000,1000,12.191913,3.051048,3.051047,12.191910,static
parallel,4,100000,1000,12.138399,3.033966,3.033965,12.138397,static
parallel,4,100000,1000,12.153735,3.038176,3.038175,12.153733,static
parallel,4,100000,1000,12.394283,3.101925,3.101924,12.394283,static
parallel,4,100000,1000,12.182499,3.047459,3.047458,12.182498,static
parallel,4,100000,1000,12.204916,3.051573,3.051573,12.204915,static
parallel,4,100000,1000,12.230861,3.057970,3.057970,12.230861,static
parallel,4,100000,1000,12.186008,3.048271,3.048270,12.186008,static
parallel,4,100000,1000,12.184036,3.045461,3.045461,12.184036,static
parallel,4,100000,1000,12.138355,3.034100,3.034100,12.138353,static
parallel,4,10000,1000,1.131733,0.283358,0.283358,1.131731,static
parallel,4,10000,1000,1.133819,0.285094,0.285093,1.133818,static
parallel,4,10000,1000,1.128952,0.282910,0.282910,1.128951,static
parallel,4,10000,1000,1.141886,0.288276,0.288276,1.141884,static
parallel,4,10000,1000,1.137052,0.286688,0.286687,1.137050,static
parallel,4,10000,1000,1.146842,0.288262,0.288261,1.146839,static
parallel,4,10000,1000,1.152874,0.290142,0.290141,1.152872,static
parallel,4,10000,1000,1.147445,0.288928,0.288927,1.147442,static
parallel,4,10000,1000,1.140250,0.286395,0.286395,1.140248,static
parallel,4,10000,1000,1.135521,0.285659,0.285659,1.135519,static
parallel,4,1000,1000,0.109112,0.030101,0.030101,0.109107,static
parallel,4,1000,1000,0.111709,0.030091,0.030090,0.111707,static
parallel,4,1000,1000,0.113222,0.030720,0.030719,0.113220,static
parallel,4,1000,1000,0.126240,0.032205,0.032205,0.126238,static
parallel,4,1000,1000,0.117243,0.031394,0.031393,0.117242,static
parallel,4,1000,1000,0.126575,0.032627,0.032627,0.126573,static
parallel,4,1000,1000,0.127297,0.032538,0.032537,0.127294,static
parallel,4,1000,1000,0.109869,0.029967,0.029967,0.109868,static
parallel,4,1000,1000,0.111129,0.030087,0.030086,0.111127,static
parallel,4,1000,1000,0.114880,0.030655,0.030655,0.114879,static
