parallel,32,100000,1000,37.304309,1.165372,1.165371,37.304303,static,REDUCTION,ATOMIC
parallel,32,100000,1000,37.455582,1.173718,1.173717,37.455581,static,REDUCTION,ATOMIC
parallel,32,100000,1000,37.199096,1.162952,1.162952,37.199095,static,REDUCTION,ATOMIC
parallel,32,100000,1000,37.701445,1.178727,1.178727,37.701443,static,REDUCTION,ATOMIC
parallel,32,100000,1000,37.319244,1.167962,1.167962,37.319243,static,REDUCTION,ATOMIC
parallel,32,100000,1000,37.332353,1.168132,1.168131,37.332352,static,REDUCTION,ATOMIC
parallel,32,100000,1000,37.454088,1.172183,1.172183,37.454088,static,REDUCTION,ATOMIC
parallel,32,100000,1000,37.567606,1.175523,1.175522,37.567605,static,REDUCTION,ATOMIC
parallel,32,100000,1000,36.811479,1.151233,1.151233,36.811478,static,REDUCTION,ATOMIC
parallel,32,100000,1000,37.512657,1.174985,1.174985,37.512657,static,REDUCTION,ATOMIC
