parallel,8,100000,1000,107.242387,13.408689,13.408688,107.242385,static,SORT,REDUCTION
parallel,8,100000,1000,107.178549,13.398872,13.398871,107.178547,static,SORT,REDUCTION
parallel,8,100000,1000,107.081900,13.389414,13.389413,107.081898,static,SORT,REDUCTION
parallel,8,100000,1000,107.110118,13.389520,13.389519,107.110116,static,SORT,REDUCTION
parallel,8,100000,1000,106.891947,13.363277,13.363277,106.891945,static,SORT,REDUCTION
parallel,8,100000,1000,106.663914,13.335875,13.335875,106.663912,static,SORT,REDUCTION
parallel,8,100000,1000,107.014964,13.377793,13.377792,107.014962,static,SORT,REDUCTION
parallel,8,100000,1000,107.209374,13.402493,13.402492,107.209372,static,SORT,REDUCTION
parallel,8,100000,1000,106.763710,13.349469,13.349469,106.763709,static,SORT,REDUCTION
parallel,8,100000,1000,107.396511,13.427937,13.427937,107.396508,static,SORT,REDUCTION
