sequential,1,100000,1000,26.900545,26.902672,26.902672,26.900544,,SORT,
sequential,1,100000,1000,26.905143,26.908235,26.908234,26.905142,,SORT,
sequential,1,100000,1000,26.909800,26.914291,26.914291,26.909799,,SORT,
sequential,1,100000,1000,26.893176,26.898473,26.898473,26.893175,,SORT,
sequential,1,100000,1000,26.970707,26.974204,26.974204,26.970707,,SORT,
sequential,1,100000,1000,26.909489,26.915941,26.915941,26.909488,,SORT,
sequential,1,100000,1000,26.918052,26.921665,26.921665,26.918051,,SORT,
sequential,1,100000,1000,26.920724,26.923072,26.923072,26.920723,,SORT,
sequential,1,100000,1000,26.920744,26.924331,26.924330,26.920743,,SORT,
sequential,1,100000,1000,26.909556,26.914362,26.914362,26.909555,,SORT,
