parallel,16,100000,1000,24.800350,1.550946,1.550945,24.800349,static,REDUCTION,ATOMIC
parallel,16,100000,1000,25.188441,1.574143,1.574142,25.188439,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.866696,1.555173,1.555173,24.866695,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.810702,1.551795,1.551795,24.810702,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.806619,1.550371,1.550370,24.806618,static,REDUCTION,ATOMIC
parallel,16,100000,1000,25.050467,1.566597,1.566597,25.050467,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.867018,1.553918,1.553917,24.867018,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.812801,1.552524,1.552523,24.812800,static,REDUCTION,ATOMIC
parallel,16,100000,1000,25.311816,1.582993,1.582993,25.311816,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.866739,1.555046,1.555045,24.866737,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.810628,1.550462,1.550462,24.810627,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.928617,1.558193,1.558193,24.928617,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.803005,1.553404,1.553404,24.803003,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.933203,1.557572,1.557572,24.933203,static,REDUCTION,ATOMIC
parallel,16,100000,1000,25.247521,1.579159,1.579158,25.247521,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.749125,1.549675,1.549675,24.749123,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.867327,1.555602,1.555602,24.867326,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.875650,1.556223,1.556222,24.875649,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.862434,1.554563,1.554563,24.862434,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.882004,1.558933,1.558933,24.882002,static,REDUCTION,ATOMIC
parallel,16,100000,1000,25.324283,1.583668,1.583668,25.324282,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.801706,1.550455,1.550455,24.801705,static,REDUCTION,ATOMIC
parallel,16,100000,1000,25.128208,1.569979,1.569979,25.128207,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.864157,1.556112,1.556111,24.864156,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.993170,1.562281,1.562281,24.993169,static,REDUCTION,ATOMIC
parallel,16,100000,1000,25.241553,1.579965,1.579965,25.241552,static,REDUCTION,ATOMIC
parallel,16,100000,1000,25.127257,1.571981,1.571980,25.127255,static,REDUCTION,ATOMIC
parallel,16,100000,1000,24.926159,1.557883,1.557882,24.926157,static,REDUCTION,ATOMIC
parallel,16,100000,1000,25.189012,1.575532,1.575531,25.189011,static,REDUCTION,ATOMIC
parallel,16,100000,1000,25.117847,1.571939,1.571938,25.117845,static,REDUCTION,ATOMIC
