parallel,32,20000000,1000,3888.963671,162.861375,162.861375,3888.963669,static,500000
parallel,32,20000000,1000,3841.023785,161.111179,161.111178,3841.023782,static,500000
parallel,32,20000000,1000,3843.983273,161.202191,161.202190,3843.983270,static,500000
parallel,32,20000000,1000,3841.345037,161.319750,161.319749,3841.345041,static,500000
parallel,32,20000000,1000,3836.525497,160.949256,160.949255,3836.525498,static,500000
parallel,32,20000000,1000,4205.322922,171.882082,171.882080,4205.322904,dynamic,500000
parallel,32,20000000,1000,4207.602409,171.915950,171.915950,4207.602407,dynamic,500000
parallel,32,20000000,1000,4240.255135,172.855898,172.855898,4240.255133,dynamic,500000
parallel,32,20000000,1000,4212.008816,172.170606,172.170606,4212.008815,dynamic,500000
parallel,32,20000000,1000,4157.887061,170.176437,170.176437,4157.887058,dynamic,500000
parallel,32,20000000,1000,4083.705805,167.455463,167.455462,4083.705805,guided,500000
parallel,32,20000000,1000,4191.402000,170.647721,170.647720,4191.401999,guided,500000
parallel,32,20000000,1000,4089.573807,167.656307,167.656306,4089.573806,guided,500000
parallel,32,20000000,1000,4163.666321,169.691576,169.691575,4163.666319,guided,500000
parallel,32,20000000,1000,4218.333916,172.278009,172.278008,4218.333911,guided,500000
