parallel,32,20000000,1000,3649.893565,114.078999,114.078998,3649.893570,static
parallel,32,20000000,1000,3639.985758,113.761183,113.761183,3639.985757,static
parallel,32,20000000,1000,3635.777324,113.640570,113.640570,3635.777322,static
parallel,32,20000000,1000,3641.194850,113.869403,113.869403,3641.194856,static
parallel,32,20000000,1000,3664.347094,114.578479,114.578478,3664.347094,static
parallel,32,20000000,1000,3633.624501,113.608102,113.608102,3633.624502,static
parallel,32,20000000,1000,3737.273654,117.789364,117.789364,3737.273655,static
parallel,32,20000000,1000,3633.450223,113.558719,113.558719,3633.450228,static
parallel,32,20000000,1000,3639.973497,113.762079,113.762079,3639.973497,static
parallel,32,20000000,1000,3638.513514,113.755036,113.755036,3638.513517,static
