parallel,32,20000000,1000,4019.290438,125.618275,125.618274,4019.290442,static,625
parallel,32,20000000,1000,4051.823472,126.630712,126.630711,4051.823478,static,625
parallel,32,20000000,1000,4096.755759,128.035506,128.035506,4096.755760,static,625
parallel,32,20000000,1000,4035.008637,126.121565,126.121564,4035.008637,static,625
parallel,32,20000000,1000,4029.003317,125.939974,125.939973,4029.003324,static,625
parallel,32,20000000,1000,4767.429505,148.996294,148.996294,4767.429509,dynamic,625
parallel,32,20000000,1000,4754.884990,148.606851,148.606851,4754.884995,dynamic,625
parallel,32,20000000,1000,4776.882161,149.289129,149.289129,4776.882167,dynamic,625
parallel,32,20000000,1000,4748.100663,148.389756,148.389756,4748.100668,dynamic,625
parallel,32,20000000,1000,4730.166901,147.829237,147.829237,4730.166907,dynamic,625
parallel,32,20000000,1000,3866.651897,120.845915,120.845915,3866.651904,guided,625
parallel,32,20000000,1000,3875.865004,121.133887,121.133886,3875.865012,guided,625
parallel,32,20000000,1000,3864.466255,120.776636,120.776636,3864.466262,guided,625
parallel,32,20000000,1000,3866.012372,120.824522,120.824522,3866.012374,guided,625
parallel,32,20000000,1000,3863.454810,120.742620,120.742620,3863.454817,guided,625
