parallel,32,1000000,1000,143.214966,4.474457,4.474456,143.214966,static
parallel,32,1000000,1000,140.148053,4.381203,4.381203,140.148052,static
parallel,32,1000000,1000,140.401634,4.389685,4.389685,140.401633,static
parallel,32,1000000,1000,140.274821,4.383362,4.383361,140.274821,static
parallel,32,1000000,1000,140.530430,4.392058,4.392058,140.530430,static
parallel,32,1000000,1000,146.290590,4.571019,4.571019,146.290590,static
parallel,32,1000000,1000,140.528271,4.392020,4.392020,140.528271,static
parallel,32,1000000,1000,140.147266,4.378918,4.378917,140.147266,static
parallel,32,1000000,1000,140.402230,4.387630,4.387630,140.402229,static
parallel,32,1000000,1000,140.277555,4.385611,4.385611,140.277555,static
parallel,32,1000000,1000,4198.972183,131.229963,131.229963,4198.972184,runtime
parallel,32,1000000,1000,4195.020360,131.104334,131.104333,4195.020362,runtime
parallel,32,1000000,1000,4198.727926,131.217787,131.217787,4198.727926,runtime
parallel,32,1000000,1000,4198.341326,131.209464,131.209463,4198.341327,runtime
parallel,32,1000000,1000,4198.478775,131.214471,131.214470,4198.478774,runtime
parallel,32,1000000,1000,4198.465302,131.212038,131.212038,4198.465304,runtime
parallel,32,1000000,1000,4199.604316,131.247571,131.247570,4199.604317,runtime
parallel,32,1000000,1000,4203.076337,131.355434,131.355433,4203.076338,runtime
parallel,32,1000000,1000,4199.759302,131.252986,131.252985,4199.759302,runtime
parallel,32,1000000,1000,4197.840385,131.194302,131.194302,4197.840384,runtime
